Row	Sample Name	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level(Unit)	Problem Name	Step Name	Attempt At Step	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC(Default)	KC Category(Default)	KC(Single-KC)	KC Category(Single-KC)	KC(Unique-step)	KC Category(Unique-step)	School	Class	CF(USERID)	CF(tool_event_time)	CF(tutor_event_time)
368	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:00:00.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option3 UpdateMultipleChoice	1	Correct	eqexp_problem2_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC57		CMU			2010-02-11 22:00:00.513 UTC	2010-02-11 22:00:00.700 UTC
370	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:00:01.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option4 UpdateMultipleChoice	1	Correct	eqexp_problem2_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC127		CMU			2010-02-11 22:00:01.277 UTC	2010-02-11 22:00:01.480 UTC
369	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:00:01.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option5 UpdateMultipleChoice	1	Correct	eqexp_problem2_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC14		CMU			2010-02-11 22:00:01.964 UTC	2010-02-11 22:00:02.151 UTC
371	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:01:50.0	US/Eastern	109	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1 UpdateTextField	1	Correct	demonstration_problem1	UpdateTextField	1					unnamed		Single-KC		KC44		CMU			2010-02-11 22:01:50.010 UTC	2010-02-11 22:01:50.197 UTC
372	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:01:57.0	US/Eastern	7	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1_box UpdateTextArea	1	Correct	demonstration_problem1_box	UpdateTextArea	dsfds					unnamed		Single-KC		KC13		CMU			2010-02-11 22:01:57.436 UTC	2010-02-11 22:01:57.607 UTC
373	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:01:58.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2 UpdateTextField	1	Correct	demonstration_problem2	UpdateTextField	2					unnamed		Single-KC		KC52		CMU			2010-02-11 22:01:58.091 UTC	2010-02-11 22:01:58.278 UTC
375	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:03.0	US/Eastern	2.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3 UpdateTextField	1	Correct	demonstration_problem3	UpdateTextField	2					unnamed		Single-KC		KC106		CMU			2010-02-11 22:02:03.832 UTC	2010-02-11 22:02:03.988 UTC
374	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:03.0	US/Eastern	2.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2_box UpdateTextArea	1	Correct	demonstration_problem2_box	UpdateTextArea	dfsfdsfsd					unnamed		Single-KC		KC150		CMU			2010-02-11 22:02:03.005 UTC	2010-02-11 22:02:03.192 UTC
376	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:07.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3_box UpdateTextArea	1	Correct	demonstration_problem3_box	UpdateTextArea	fsdfsfds					unnamed		Single-KC		KC77		CMU			2010-02-11 22:02:07.856 UTC	2010-02-11 22:02:08.059 UTC
377	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:08.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4 UpdateTextField	1	Correct	demonstration_problem4	UpdateTextField	2					unnamed		Single-KC		KC24		CMU			2010-02-11 22:02:08.668 UTC	2010-02-11 22:02:08.808 UTC
378	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:12.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4_box UpdateTextArea	1	Correct	demonstration_problem4_box	UpdateTextArea	dfgfdgf					unnamed		Single-KC		KC8		CMU			2010-02-11 22:02:12.677 UTC	2010-02-11 22:02:12.880 UTC
379	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:15.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5 UpdateTextField	1	Correct	demonstration_problem5	UpdateTextField	2					unnamed		Single-KC		KC10		CMU			2010-02-11 22:02:15.532 UTC	2010-02-11 22:02:15.688 UTC
380	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:17.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5_box UpdateTextArea	1	Correct	demonstration_problem5_box	UpdateTextArea	dfgdgf					unnamed		Single-KC		KC124		CMU			2010-02-11 22:02:17.513 UTC	2010-02-11 22:02:17.716 UTC
381	All Data	Stu_437a876c59e12385077b3687e78f8e92	L170af4:126bf0a85b7:-8000	2010-02-11 17:02:19.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	Done ButtonPressed	1	Correct	Done	ButtonPressed	-1					unnamed		Single-KC		KC21		CMU			2010-02-11 22:02:19.385 UTC	2010-02-11 22:02:19.588 UTC
382	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:10.0	US/Eastern	1	ATTEMPT				Pre-Test Version A	ATest																	CMU		NBVKWLaKLJIZeC		
383	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:21.0	US/Eastern	11	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem1_box UpdateTextField	1	Correct	eq_problem1_box	UpdateTextField	a					unnamed		Single-KC		KC130		CMU			2010-02-12 15:52:21.927 UTC	2010-02-12 15:52:22.143 UTC
384	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:25.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem2_box UpdateTextField	1	Correct	eq_problem2_box	UpdateTextField	.4					unnamed		Single-KC		KC125		CMU			2010-02-12 15:52:25.962 UTC	2010-02-12 15:52:26.141 UTC
385	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:31.0	US/Eastern	6	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem3_box UpdateTextField	1	Correct	eq_problem3_box	UpdateTextField	67x					unnamed		Single-KC		KC87		CMU			2010-02-12 15:52:31.079 UTC	2010-02-12 15:52:31.315 UTC
386	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:34.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem4_box UpdateTextField	1	Correct	eq_problem4_box	UpdateTextField	34					unnamed		Single-KC		KC104		CMU			2010-02-12 15:52:34.454 UTC	2010-02-12 15:52:34.714 UTC
387	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:38.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem5_box UpdateTextField	1	Correct	eq_problem5_box	UpdateTextField	-=					unnamed		Single-KC		KC141		CMU			2010-02-12 15:52:38.084 UTC	2010-02-12 15:52:38.276 UTC
388	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:46.0	US/Eastern	8	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem6_box UpdateTextField	1	Correct	eq_problem6_box	UpdateTextField	t6ryhu5					unnamed		Single-KC		KC23		CMU			2010-02-12 15:52:46.011 UTC	2010-02-12 15:52:46.183 UTC
389	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:48.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option1 UpdateMultipleChoice	1	Correct	LT_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC133		CMU			2010-02-12 15:52:48.874 UTC	2010-02-12 15:52:49.043 UTC
390	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:49.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	1	InCorrect	LT_problem1_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC37		CMU			2010-02-12 15:52:49.557 UTC	2010-02-12 15:52:49.763 UTC
391	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:49.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	2	InCorrect	LT_problem1_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC37		CMU			2010-02-12 15:52:49.837 UTC	2010-02-12 15:52:49.990 UTC
392	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:50.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	3	InCorrect	LT_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC37		CMU			2010-02-12 15:52:50.892 UTC	2010-02-12 15:52:51.057 UTC
393	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:52.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	4	InCorrect	LT_problem1_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC37		CMU			2010-02-12 15:52:52.060 UTC	2010-02-12 15:52:52.257 UTC
394	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:53.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	5	Correct	LT_problem1_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC37		CMU			2010-02-12 15:52:53.019 UTC	2010-02-12 15:52:53.175 UTC
395	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:52:55.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option3 UpdateMultipleChoice	1	Correct	LT_problem1_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC78		CMU			2010-02-12 15:52:55.226 UTC	2010-02-12 15:52:55.402 UTC
396	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:21.0	US/Eastern	26	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option4 UpdateMultipleChoice	1	Correct	LT_problem1_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC129		CMU			2010-02-12 15:53:21.115 UTC	2010-02-12 15:53:21.283 UTC
397	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:22.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option5 UpdateMultipleChoice	1	Correct	LT_problem1_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC59		CMU			2010-02-12 15:53:22.275 UTC	2010-02-12 15:53:22.444 UTC
398	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:23.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option6 UpdateMultipleChoice	1	Correct	LT_problem1_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC152		CMU			2010-02-12 15:53:23.050 UTC	2010-02-12 15:53:23.211 UTC
399	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:23.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option7 UpdateMultipleChoice	1	Correct	LT_problem1_option7	UpdateMultipleChoice	False					unnamed		Single-KC		KC81		CMU			2010-02-12 15:53:23.754 UTC	2010-02-12 15:53:23.906 UTC
400	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:24.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option1 UpdateMultipleChoice	1	Correct	LT_problem2_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC55		CMU			2010-02-12 15:53:24.889 UTC	2010-02-12 15:53:25.081 UTC
401	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:27.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	1	InCorrect	LT_problem1_option6	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:27.008 UTC	2010-02-12 15:53:27.216 UTC
402	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:29.0	US/Eastern	0.667	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	2	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:29.336 UTC	2010-02-12 15:53:29.526 UTC
403	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:29.0	US/Eastern	0.667	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	3	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:29.606 UTC	2010-02-12 15:53:29.765 UTC
404	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:29.0	US/Eastern	0.667	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	4	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:29.853 UTC	2010-02-12 15:53:30.006 UTC
405	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:30.0	US/Eastern	0.25	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	5	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:30.081 UTC	2010-02-12 15:53:30.241 UTC
406	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:30.0	US/Eastern	0.25	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	6	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:30.324 UTC	2010-02-12 15:53:30.479 UTC
407	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:30.0	US/Eastern	0.25	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	7	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:30.559 UTC	2010-02-12 15:53:30.714 UTC
408	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:30.0	US/Eastern	0.25	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	8	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:30.792 UTC	2010-02-12 15:53:30.946 UTC
411	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:31.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	11	Correct	LT_problem2_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:31.627 UTC	2010-02-12 15:53:31.780 UTC
409	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:31.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	9	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:31.020 UTC	2010-02-12 15:53:31.206 UTC
410	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:31.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	10	InCorrect	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 15:53:31.392 UTC	2010-02-12 15:53:31.546 UTC
413	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:32.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option3 UpdateMultipleChoice	2	Correct	LT_problem2_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC25		CMU			2010-02-12 15:53:32.997 UTC	2010-02-12 15:53:33.152 UTC
412	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:32.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option3 UpdateMultipleChoice	1	InCorrect	LT_problem2_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC25		CMU			2010-02-12 15:53:32.453 UTC	2010-02-12 15:53:32.620 UTC
415	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:33.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option5 UpdateMultipleChoice	1	Correct	LT_problem2_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC40		CMU			2010-02-12 15:53:33.786 UTC	2010-02-12 15:53:33.941 UTC
414	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:33.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option4 UpdateMultipleChoice	1	InCorrect	LT_problem2_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC9		CMU			2010-02-12 15:53:33.364 UTC	2010-02-12 15:53:33.525 UTC
416	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:35.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option6 UpdateMultipleChoice	1	Correct	LT_problem2_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC22		CMU			2010-02-12 15:53:35.251 UTC	2010-02-12 15:53:35.401 UTC
417	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:53:36.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option7 UpdateMultipleChoice	1	Correct	LT_problem2_option7	UpdateMultipleChoice	False					unnamed		Single-KC		KC154		CMU			2010-02-12 15:53:36.123 UTC	2010-02-12 15:53:36.289 UTC
418	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:31.0	US/Eastern	55	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option1 UpdateMultipleChoice	1	Correct	LT_problem3_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC85		CMU			2010-02-12 15:54:31.868 UTC	2010-02-12 15:54:32.029 UTC
419	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:32.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option2 UpdateMultipleChoice	1	Correct	LT_problem3_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC88		CMU			2010-02-12 15:54:32.196 UTC	2010-02-12 15:54:32.360 UTC
420	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:32.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option3 UpdateMultipleChoice	1	Correct	LT_problem3_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC80		CMU			2010-02-12 15:54:32.564 UTC	2010-02-12 15:54:32.773 UTC
421	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:32.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option4 UpdateMultipleChoice	1	Correct	LT_problem3_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC4		CMU			2010-02-12 15:54:32.894 UTC	2010-02-12 15:54:33.049 UTC
422	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:34.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option5 UpdateMultipleChoice	1	Correct	LT_problem3_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC27		CMU			2010-02-12 15:54:34.195 UTC	2010-02-12 15:54:34.363 UTC
423	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:34.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option6 UpdateMultipleChoice	1	Correct	LT_problem3_option6	UpdateMultipleChoice	False					unnamed		Single-KC		KC98		CMU			2010-02-12 15:54:34.659 UTC	2010-02-12 15:54:34.812 UTC
424	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:35.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option4 UpdateMultipleChoice	2	InCorrect	LT_problem3_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC9		CMU			2010-02-12 15:54:35.144 UTC	2010-02-12 15:54:35.309 UTC
425	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:38.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option1 UpdateMultipleChoice	1	Correct	LT_problem4_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC7		CMU			2010-02-12 15:54:38.903 UTC	2010-02-12 15:54:39.092 UTC
427	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:39.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option3 UpdateMultipleChoice	1	Correct	LT_problem4_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC73		CMU			2010-02-12 15:54:39.968 UTC	2010-02-12 15:54:40.118 UTC
426	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:39.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option2 UpdateMultipleChoice	1	Correct	LT_problem4_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC108		CMU			2010-02-12 15:54:39.488 UTC	2010-02-12 15:54:39.663 UTC
429	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:40.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option5 UpdateMultipleChoice	1	Correct	LT_problem4_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC149		CMU			2010-02-12 15:54:40.663 UTC	2010-02-12 15:54:40.813 UTC
428	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:40.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option4 UpdateMultipleChoice	3	InCorrect	LT_problem4_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC9		CMU			2010-02-12 15:54:40.304 UTC	2010-02-12 15:54:40.459 UTC
430	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:41.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option4 UpdateMultipleChoice	1	Correct	LT_problem4_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC116		CMU			2010-02-12 15:54:41.590 UTC	2010-02-12 15:54:41.760 UTC
431	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:42.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option6 UpdateMultipleChoice	1	Correct	LT_problem4_option6	UpdateMultipleChoice	False					unnamed		Single-KC		KC47		CMU			2010-02-12 15:54:42.416 UTC	2010-02-12 15:54:42.593 UTC
432	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:57.0	US/Eastern	15	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option1 UpdateMultipleChoice	1	Correct	LT_problem5_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC119		CMU			2010-02-12 15:54:57.950 UTC	2010-02-12 15:54:58.122 UTC
433	All Data	Stu_437a876c59e12385077b3687e78f8e92	Ld162c44:126c2e08f8d:-8000	2010-02-12 10:54:58.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option2 UpdateMultipleChoice	1	Correct	LT_problem5_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC83		CMU			2010-02-12 15:54:58.398 UTC	2010-02-12 15:54:58.554 UTC
